id,chronological_order,working_title,one_line_summary,life_stage,story_arc,characters,locations,themes,source_tier,primary_work,primary_book,primary_chapter,verse_range,festival_tags,age_sensitivity,estimated_story_strength,visual_potential,independent_story_score,source_confidence,variant_notes
DKS_0273,273,"Krishna Shatters the Rock-Shower with Indra's Thunderbolt || Buried under torrents of rocks hurled by Salwa's Danavas, Krishna wields Indra's thunderbolt and destroys the entire mass of crags, then resumes the fight.","Buried under torrents of rocks hurled by Salwa's Danavas, Krishna wields Indra's thunderbolt and destroys the entire mass of crags, then resumes the fight.",dwaraka,dwaraka_royal_life,Krishna; Salwa; Daruka,Saubha (aerial city),strength; divine-weapon; perseverance,A,Mahabharata (Ganguli translation),3,22,,,mild_violence,3,4,3,4,
DKS_0274,274,Krishna Seizes His Discus and Charges Bhishma,"Unable to bear Bhishma's slaughter of the Pandava army, Krishna abandons the chariot reins, leaps down with the discus Sudarshana, and rushes impetuously toward Bhishma to slay him.",kurukshetra,dwaraka_royal_life,Krishna; Bhishma; Arjuna,Kurukshetra,wrath; protection; discus,A,Mahabharata (Ganguli translation),6,59,,,mild_violence,3,3,3,4,
DKS_0275,275,Nanda Is Swallowed by a Serpent and Freed,A great serpent swallows Nanda as he sleeps; Krishna's touch frees the cursed Vidyadhara Sudarshana.,vrindavan,dwaraka_royal_life,Nanda; Krishna; Sudarshana,Ambika forest,curse; liberation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,34,4-18,,all,4,4,4,5,
DKS_0276,276,The Weaver and Sudama (Flower-Seller) Honor Krishna,"A weaver dresses Krishna and Balarama, and the garland-maker Sudama honors them and receives a boon.",mathura,dwaraka_royal_life,Krishna; Balarama; Sudama,Mathura,devotion; boon,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,41,39-51,,all,3,3,3,5,BP adds the weaver; VP has only the flower-seller.
DKS_0277,277,"Krishna Liberates King Nriga from a Lizard's Body || The Yadu princes find a giant lizard in a well; Krishna pulls it out with his left hand, and it becomes the radiant King Nriga.","The Yadu princes find a giant lizard in a well; Krishna pulls it out with his left hand, and it becomes the radiant King Nriga.",dwaraka,dwaraka_royal_life,Krishna; Nriga; Yadu princes,Dvaraka,curse; liberation; grace,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,64,1-8,,all,4,5,4,5,BP-only; Nriga episode has no cross-source parallel in this chunk.
DKS_0278,278,"Nriga's Story of the Disputed Cow || Nriga, an Ikshvaku king famed for charity, tells how he unwittingly gave one brahmana's stray cow to another and was cursed to become a lizard.","Nriga, an Ikshvaku king famed for charity, tells how he unwittingly gave one brahmana's stray cow to another and was cursed to become a lizard.",dwaraka,dwaraka_royal_life,Nriga; Krishna; Brahmanas; Yama,Dvaraka,charity; curse; error,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,64,9-23,,all,4,3,4,5,BP-only; follows bp10c_060.
DKS_0279,279,"Nriga Ascends and Krishna Warns Against Stealing Brahmanas' Wealth || Touched by Krishna, Nriga ascends to heaven in a celestial car, and Krishna warns the citizens that a brahmana's property is deadly poison.","Touched by Krishna, Nriga ascends to heaven in a celestial car, and Krishna warns the citizens that a brahmana's property is deadly poison.",dwaraka,dwaraka_royal_life,Krishna; Nriga,Dvaraka,liberation; justice; teaching,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,64,24-43,,all,4,3,3,5,BP-only; follows bp10c_061.
DKS_0280,280,"Paundraka Falsely Claims to Be Vasudeva || Paundraka, king of Karusha, proclaims himself the true Vasudeva and sends a messenger demanding that Krishna surrender his divine insignia.","Paundraka, king of Karusha, proclaims himself the true Vasudeva and sends a messenger demanding that Krishna surrender his divine insignia.",dwaraka,dwaraka_royal_life,Paundraka; Krishna,Karusha; Dvaraka,false pride; imposture; challenge,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,66,1-9,,all,4,4,4,5,Cross-ref: Paundraka-slaying cluster (bp10c_066/vp5_034_01).
DKS_0281,281,Krishna Slays Paundraka and the King of Kashi,"Krishna marches to Kashi, beheads the impostor Paundraka with his discus, and casts the head of the Kashi king into his own city.",dwaraka,dwaraka_royal_life,Krishna; Paundraka; King of Kashi,Kashi,battle; imposture; justice,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,66,9-24,,mild_violence,5,5,4,5,"Both: impostor Paundraka beheaded, Kashi king's head cast/shot into his own city."
DKS_0282,282,Sudarshana Consumes the Conjured Fire and Burns Varanasi/Benares,Sudakshina conjures a fiery demon by black magic to kill Krishna; Krishna's Sudarshana discus destroys it and burns Varanasi.,dwaraka,dwaraka_royal_life,Krishna; Sudakshina; Sudarshana,Kashi; Varanasi,black magic; divine protection; destruction,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,66,25-42,,mild_violence,5,5,4,5,BP: Sudakshina conjures the fiery demon; VP: the son of the slain Kashi king conjures the fiend.
DKS_0283,283,Samba Carries Off Duryodhana's Daughter,"Samba carries off Lakshmana, Duryodhana's daughter, from her svayamvara; the Kauravas fight him and take him captive.",dwaraka,dwaraka_royal_life,Samba; Lakshmana; Duryodhana; Karna,Hastinapura,abduction; valor; capture,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,68,1-12,,all,4,4,4,5,Both: Samba abducts her at the svayamvara and is captured by the Kuru chiefs.
DKS_0284,284,"Narada Sees Krishna in Every Palace of Dvaraka || Narada visits Dvaraka to witness Krishna's household, and sees him simultaneously present in each of the 16,000 palaces performing different duties.","Narada visits Dvaraka to witness Krishna's household, and sees him simultaneously present in each of the 16,000 palaces performing different duties.",dwaraka,dwaraka_royal_life,Narada; Krishna; Rukmini,Dvaraka,omnipresence; wonder; devotion,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,69,1-38,,all,4,5,4,5,
DKS_0285,285,"Narada Marvels at Krishna's Yoga-Maya and Departs || Narada praises Krishna's unfathomable yoga-maya, and Krishna bids him wander singing his glories throughout the worlds.","Narada praises Krishna's unfathomable yoga-maya, and Krishna bids him wander singing his glories throughout the worlds.",dwaraka,dwaraka_royal_life,Narada; Krishna,Dvaraka,wonder; divine play; praise,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,69,36-44,,all,3,3,3,5,
DKS_0286,286,"Krishna's Dawn Worship in Dwaraka || Krishna rises in the brahma-muhurta, performs his ablutions, worships the Lord within, gives daily gifts of cows and wealth to brahmanas, and blesses his people.","Krishna rises in the brahma-muhurta, performs his ablutions, worships the Lord within, gives daily gifts of cows and wealth to brahmanas, and blesses his people.",dwaraka,dwaraka_royal_life,Krishna; Rukmini; Uddhava; Satyaki,Dwaraka; Sudharma hall,daily worship; charity; kingship,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,70,1-19,,all,2,3,2,5,
DKS_0287,287,"Sudama's Poverty and Journey || Sudama's wife urges the destitute brahmana to seek his boyhood friend Krishna, and he sets out for Dwaraka with a humble gift of flat rice.","Sudama's wife urges the destitute brahmana to seek his boyhood friend Krishna, and he sets out for Dwaraka with a humble gift of flat rice.",dwaraka,dwaraka_royal_life,Sudama; Sudama's wife; Krishna,a village; Dwaraka,poverty; friendship; faith,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,80,5-16,,all,4,3,4,5,
DKS_0288,288,"Krishna Embraces His Old Friend || Krishna rises from his couch, embraces Sudama with tears of joy, washes his feet, and anoints him, while Rukmini fans him, astonishing the palace women.","Krishna rises from his couch, embraces Sudama with tears of joy, washes his feet, and anoints him, while Rukmini fans him, astonishing the palace women.",dwaraka,dwaraka_royal_life,Krishna; Sudama; Rukmini,Dwaraka; Krishna's palace,friendship; humility; love,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,80,16-26,,all,5,4,4,5,
DKS_0289,289,"Krishna Eats Sudama's Flat Rice || Krishna asks for the gift and eats Sudama's handful of flat rice with delight, and Sudama, too ashamed to ask for anything, returns home empty-handed.","Krishna asks for the gift and eats Sudama's handful of flat rice with delight, and Sudama, too ashamed to ask for anything, returns home empty-handed.",dwaraka,dwaraka_royal_life,Krishna; Sudama,Dwaraka,humility; grace; contentment,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,81,2-12,,all,5,4,4,5,
DKS_0290,290,"Sudama Finds His Hut a Palace || Returning home, Sudama finds his poor dwelling transformed into a celestial palace and his wife radiant, and he reflects that this is Krishna's unasked grace.","Returning home, Sudama finds his poor dwelling transformed into a celestial palace and his wife radiant, and he reflects that this is Krishna's unasked grace.",dwaraka,dwaraka_royal_life,Sudama; Sudama's wife; Krishna,Sudama's village,grace; transformation; gratitude,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,81,13-37,,all,5,5,4,5,
DKS_0291,291,Vasudeva's Sacrifice,"The sages, pleased with Vasudeva's question, initiate him and he performs a great sacrifice at Samanta-panchaka, with his sons and the Yadavas attending.",later_life,dwaraka_royal_life,Vasudeva; Krishna; Balarama; Narada; the sages,Samanta-panchaka,sacrifice; purification; piety,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,84,42-55,,all,3,3,2,5,
DKS_0292,292,Devaki Asks for Her Slain Sons,"Devaki, remembering the six sons Kamsa killed, tearfully asks Krishna and Balarama to bring back her dead children.",later_life,dwaraka_royal_life,Devaki; Krishna; Balarama,Dwaraka,mother's grief; divine grace; restoration,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,85,26-32,,all,4,3,3,5,
DKS_0293,293,Krishna and Balarama Visit Bali in Sutala,"Krishna and Balarama descend to Sutala, where Bali, the daitya king, receives them with great devotion, and Krishna reveals the true origin of Devaki's six sons.",later_life,dwaraka_royal_life,Krishna; Balarama; Bali; Devaki,Sutala,descent to the underworld; devotion; revelation,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,85,33-51,,all,4,4,3,5,
DKS_0294,294,The Six Sons Restored to Devaki,"Krishna and Balarama bring the six sons back from Sutala; Devaki nurses them with her milk, and, released from the curse, they bow and ascend to the gods' abode.",later_life,dwaraka_royal_life,Krishna; Balarama; Devaki; the six sons,Dwaraka,restoration; mother's love; release from curse,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,85,51-56,,all,4,4,3,5,
DKS_0295,295,Krishna Visits Shrutadeva and Bahulashva,"Krishna, to please both the sage Shrutadeva and King Bahulashva of Mithila, visits both their homes simultaneously, unseen by each other.",later_life,dwaraka_royal_life,Krishna; Shrutadeva; Bahulashva; the sages,Mithila,simultaneous grace; devotion; equality,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,86,23-36,,all,4,4,4,5,
DKS_0296,296,"The Brahmana's Dying Sons || In Dwaraka, a brahmana's newborn sons die one after another; he lays their bodies at the palace gate and laments the king's failure to protect his subjects.","In Dwaraka, a brahmana's newborn sons die one after another; he lays their bodies at the palace gate and laments the king's failure to protect his subjects.",dwaraka,dwaraka_royal_life,the brahmana; Krishna; Arjuna,Dwaraka,grief; death; justice,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,89,20-27,,all,4,3,3,5,
DKS_0297,297,"Arjuna's Failed Vow || Arjuna boasts that he will protect the brahmana's next child, but though he fences the delivery-room with arrows, the newborn vanishes, and the brahmana rebukes him.","Arjuna boasts that he will protect the brahmana's next child, but though he fences the delivery-room with arrows, the newborn vanishes, and the brahmana rebukes him.",dwaraka,dwaraka_royal_life,Arjuna; Krishna; the brahmana,Dwaraka,pride; failure; humility,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,89,28-40,,all,4,4,4,5,
DKS_0298,298,Krishna and Arjuna Journey to Recover the Brahmana's Sons,"Krishna, to save the despairing Arjuna, mounts his divine chariot and carries him beyond the darkness to Vaikuntha, where they behold the Supreme Lord upon the serpent Ananta.",dwaraka,dwaraka_royal_life,Krishna; Arjuna; the Supreme Lord (Maha-Vishnu),beyond the darkness; Vaikuntha,divine journey; vision; mystery,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,89,41-56,,all,5,5,4,5,BP: divine chariot beyond the darkness to Vaikuntha; Harivamsha: across the ocean and the seven cosmic mountains.
DKS_0299,299,The Brahmana's Sons Are Restored,"The Supreme Lord tells Krishna and Arjuna that he himself had taken the brahmana's sons to bring them together, and returns the children, whom they restore to the brahmana.",dwaraka,dwaraka_royal_life,Krishna; Arjuna; the Supreme Lord; the brahmana,Vaikuntha; Dwaraka,divine will; restoration; wonder,A,"Srimad Bhagavata Purana (Sanskrit, GRETIL)",10,89,57-61,,all,4,4,4,5,BP: the Supreme Lord returns the children; Harivamsha: three stolen boys and the new-born infant restored.
DKS_0300,300,Garuda Reports the Site of Dwaraka,"Garuda returns from reconnoitering Kushasthali and praises it as a fitting abode; Krishna, knowing Jarasandha unslayable, resolves to leave Mathura.",mathura,pradyumna_and_aniruddha,Krishna; Garuda; Balarama,Mathura; Kushasthali; Raivata,strategic-retreat; counsel; founding-city,A,"Harivamsha (Dutt, Gutenberg #61937)",1,112,,,all,3,3,3,4,
DKS_0301,301,The Yadavas Resolve to Abandon Mathura for Dwaraka,"Fearing Kalayavana's assault, the Vrishnis and Andhakas make Krishna their president and resolve to leave Mathura for Kushasthali (Dwarka).",dwaraka,pradyumna_and_aniruddha,Krishna; Kalayavana; Vrishnis; Andhakas,Mathura; Kushasthali Dwarka,fear; counsel; migration,A,"Harivamsha (Dutt, Gutenberg #61937)",1,113,,,all,3,3,3,4,
DKS_0302,302,"Rukmavati's Swayamvara and Marriage || Rukmi's daughter Rukmavati chooses Pradyumna at her swayamvara; later her son Aniruddha is wed to Rukmavati's namesake, the granddaughter of Rukmi.","Rukmi's daughter Rukmavati chooses Pradyumna at her swayamvara; later her son Aniruddha is wed to Rukmavati's namesake, the granddaughter of Rukmi.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Rukmavati; Aniruddha; Rukmi; Krishna,Bhojakata; Dwaraka,swayamvara; marriage; alliance,A,"Harivamsha (Dutt, Gutenberg #61937)",1,118,,,all,3,3,3,4,Cross-ref: Aniruddha nuptials (bp10c_050/vp5_028_01) and Pradyumna's marriage to Rukmavati.
DKS_0303,303,"Pradyumna Duels Jayanta in the Sky || Pradyumna, son of Rukmini, battles Indra's son Jayanta; a heavenly weapon burns Pradyumna's chariot to ashes yet cannot harm him, who stands firm in the sky.","Pradyumna, son of Rukmini, battles Indra's son Jayanta; a heavenly weapon burns Pradyumna's chariot to ashes yet cannot harm him, who stands firm in the sky.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Jayanta,sky over Nandana,duel; divine weapons; invulnerability,A,"Harivamsha (Dutt, Gutenberg #61937)",1,220,,,mild_violence,3,4,3,4,
DKS_0304,304,"Pradyumna Saves the Maidens by Illusion || When the Danavas scatter the sacrifice and carry off Brahmadatta's daughters, Pradyumna, sent by Krishna, rescues the maidens by illusion, leaving only counterfeit figures for the demons.","When the Danavas scatter the sacrifice and carry off Brahmadatta's daughters, Pradyumna, sent by Krishna, rescues the maidens by illusion, leaving only counterfeit figures for the demons.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Krishna; Nikumbha; Brahmadatta,Shatpura,rescue; illusion (maya); protection,A,"Harivamsha (Dutt, Gutenberg #61937)",1,230,,,all,3,3,4,4,
DKS_0305,305,"Pradyumna Binds the Bribed Kings with Shiva's Nooses || Bearing nooses given by Hara and commanded by Nandi, Pradyumna binds Sisupala, Bhagadatta, Rukmi and the other kings who sided with the Asuras, and holds them in the illusory cave.","Bearing nooses given by Hara and commanded by Nandi, Pradyumna binds Sisupala, Bhagadatta, Rukmi and the other kings who sided with the Asuras, and holds them in the illusory cave.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Nandi; Shiva; Sisupala; Rukmi; Bhagadatta,Shatpura; illusory cave,binding; divine command; capture,A,"Harivamsha (Dutt, Gutenberg #61937)",1,231,,,mild_violence,3,3,3,4,
DKS_0306,306,"Nikumbha Fells Arjuna and Pradyumna; Krishna Duels Him || Emerging from the Shatpura cave, Nikumbha knocks Arjuna and Pradyumna senseless with his thorned club; enraged, Krishna seizes Kaumodaki and fights him in single combat.","Emerging from the Shatpura cave, Nikumbha knocks Arjuna and Pradyumna senseless with his thorned club; enraged, Krishna seizes Kaumodaki and fights him in single combat.",dwaraka,pradyumna_and_aniruddha,Nikumbha; Arjuna; Pradyumna; Krishna; Indra,mouth of Shatpura cave,single combat; club-fight; fury,A,"Harivamsha (Dutt, Gutenberg #61937)",1,237,,,mild_violence,3,4,3,4,
DKS_0307,307,"Krishna's Stratagem: the Actor Bhadra and the Swan Emissaries || Indra consults Krishna, who promises to slay Vajranabha after Vasudeva's horse-sacrifice; an actor named Bhadra wins a boon of entering the impenetrable city, and Indra sends swans to win Prabhavati for Pradyumna.","Indra consults Krishna, who promises to slay Vajranabha after Vasudeva's horse-sacrifice; an actor named Bhadra wins a boon of entering the impenetrable city, and Indra sends swans to win Prabhavati for Pradyumna.",dwaraka,pradyumna_and_aniruddha,Krishna; Indra; Bhadra (actor); Pradyumna; Prabhavati; swans,Dwarka; city Vajra,stratagem; emissary; boon,A,"Harivamsha (Dutt, Gutenberg #61937)",1,238,,,all,2,2,2,4,
DKS_0308,308,"Pradyumna in Bee Form Meets Prabhavati || Pradyumna, aided by Prabhavati's goose friend Suchimukhi, assumes the form of a bee hidden in a flower-garland, alights on Prabhavati's ear, and the long-pining lovers meet by night.","Pradyumna, aided by Prabhavati's goose friend Suchimukhi, assumes the form of a bee hidden in a flower-garland, alights on Prabhavati's ear, and the long-pining lovers meet by night.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Prabhavati; Suchimukhi (goose),city Vajra; Prabhavati's chamber,romance; longing; disguise,A,"Harivamsha (Dutt, Gutenberg #61937)",1,240,,,all,3,3,3,4,
DKS_0309,309,"The Danava Princesses Arm Their Yadava Husbands || When Vajranabha orders the arrest of the young Yadava sons, Prabhavati hands Pradyumna a sword and blesses him with victory, while Chandravati and Gunavati arm Gada and Shamba.","When Vajranabha orders the arrest of the young Yadava sons, Prabhavati hands Pradyumna a sword and blesses him with victory, while Chandravati and Gunavati arm Gada and Shamba.",dwaraka,pradyumna_and_aniruddha,Prabhavati; Pradyumna; Chandravati; Gada; Gunavati; Shamba,city Vajra,wife's devotion; arming; blessing,A,"Harivamsha (Dutt, Gutenberg #61937)",1,243,,,all,3,3,3,4,
DKS_0310,310,"Pradyumna Fights with Ananta as Charioteer || Pradyumna creates a celestial car with the thousand-headed serpent Ananta as charioteer and devastates the Asura host, while Indra sends his own car, Airavata and Jayanta to aid the Yadavas.","Pradyumna creates a celestial car with the thousand-headed serpent Ananta as charioteer and devastates the Asura host, while Indra sends his own car, Airavata and Jayanta to aid the Yadavas.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Ananta; Indra; Gada; Shamba; Jayanta; Pravara,city Vajra; sky,divine chariot; battle; celestial aid,A,"Harivamsha (Dutt, Gutenberg #61937)",1,243,,,mild_violence,4,4,3,4,
DKS_0311,311,"Pradyumna Duels Vajranabha || Riding Garuda, Pradyumna wounds Vajranabha, who in turn fells him with a club; the sound of Krishna's Panchajanya conch revives the fallen hero.","Riding Garuda, Pradyumna wounds Vajranabha, who in turn fells him with a club; the sound of Krishna's Panchajanya conch revives the fallen hero.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Vajranabha; Krishna,sky over city Vajra,single combat; club; revival,A,"Harivamsha (Dutt, Gutenberg #61937)",1,244,,,mild_violence,4,4,3,4,
DKS_0312,312,"Pradyumna Slays Vajranabha with Krishna's Discus || Krishna's discus comes into Pradyumna's hand, and with it he severs Vajranabha's head, while Gada slays Sunabha and Shamba destroys the remaining Asuras.","Krishna's discus comes into Pradyumna's hand, and with it he severs Vajranabha's head, while Gada slays Sunabha and Shamba destroys the remaining Asuras.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Vajranabha; Krishna; Gada; Shamba; Sunabha,city Vajra,discus; climactic slaying; victory,A,"Harivamsha (Dutt, Gutenberg #61937)",1,244,,,mild_violence,4,4,4,4,
DKS_0313,313,"Indra and Krishna Install the Four Young Kings || Indra and Krishna divide Vajranabha's conquered kingdom into four parts and anoint the four young princes — Vijaya and the sons of Pradyumna, Shamba and Gada — as kings of the Vajra realm.","Indra and Krishna divide Vajranabha's conquered kingdom into four parts and anoint the four young princes — Vijaya and the sons of Pradyumna, Shamba and Gada — as kings of the Vajra realm.",dwaraka,pradyumna_and_aniruddha,Indra; Krishna; Vijaya; Chandraprabha,city Vajra; mount Sumeru side,division; anointing; succession,A,"Harivamsha (Dutt, Gutenberg #61937)",1,244,,,all,3,3,3,4,
DKS_0314,314,"The Yogamaya Appears Before Krishna and Rama || The illusory daughter of Yashoda — the goddess born the same moment as Krishna — appears before Krishna and Rama, who embrace her and seat her between them as the Vrishni women worship her.","The illusory daughter of Yashoda — the goddess born the same moment as Krishna — appears before Krishna and Rama, who embrace her and seat her between them as the Vrishni women worship her.",dwaraka,pradyumna_and_aniruddha,Krishna; Baladeva; Yogamaya; Vrishni women,Dwarka; assembly hall,goddess; reunion; worship,A,"Harivamsha (Dutt, Gutenberg #61937)",1,248,,,all,3,3,3,4,
DKS_0315,315,"Mayavati Reveals the Truth to Pradyumna || When the grown Pradyumna recoils at Mayavati's advances, she reveals he is not her son but the child of Rukmini and Vasudeva, stolen by Shamvara, and that she is his former wife.","When the grown Pradyumna recoils at Mayavati's advances, she reveals he is not her son but the child of Rukmini and Vasudeva, stolen by Shamvara, and that she is his former wife.",dwaraka,pradyumna_and_aniruddha,Mayavati; Pradyumna,Shamvara's city,revealed identity; former wife; longing,A,"Harivamsha (Dutt, Gutenberg #61937)",1,251,,,all,3,2,3,4,
DKS_0316,316,"Pradyumna Fells Shamvara's Standard to Provoke Him || To draw out the Danava who stole him, Pradyumna strikes down Shamvara's lion-emblazoned standard, and the enraged Shamvara sends his hundred sons to kill him.","To draw out the Danava who stole him, Pradyumna strikes down Shamvara's lion-emblazoned standard, and the enraged Shamvara sends his hundred sons to kill him.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Shamvara,Shamvara's gate,challenge; provocation; honour,A,"Harivamsha (Dutt, Gutenberg #61937)",1,251,,,all,3,3,3,4,
DKS_0317,317,"Pradyumna Slays the Hundred Sons of Shamvara || In a single battle, Pradyumna cuts down all hundred of Shamvara's sons who come against him, and stands victorious awaiting the father.","In a single battle, Pradyumna cuts down all hundred of Shamvara's sons who come against him, and stands victorious awaiting the father.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Shamvara's sons,battlefield,battle; youthful prowess; slaying,A,"Harivamsha (Dutt, Gutenberg #61937)",1,252,,,mild_violence,4,4,4,4,
DKS_0318,318,"Pradyumna Slays Shamvara's Four Ministers || Pradyumna slays the four Danava ministers — Durdhara, Ketumali, Shatruhanta and Pramardana — one by one, and their army flees in terror.","Pradyumna slays the four Danava ministers — Durdhara, Ketumali, Shatruhanta and Pramardana — one by one, and their army flees in terror.",dwaraka,pradyumna_and_aniruddha,Pradyumna; Durdhara; Ketumali; Shatruhanta; Pramardana,battlefield,single combat; rout; strength,A,"Harivamsha (Dutt, Gutenberg #61937)",1,252,,,mild_violence,3,4,3,4,
DKS_0319,319,"Shamvara's Illusions and Pradyumna's Counters || Shamvara hurls illusory trees, stones, lions and a serpent-maya at Pradyumna, who counters each with fiery weapons and a Garuda illusion, to the applause of the gods.","Shamvara hurls illusory trees, stones, lions and a serpent-maya at Pradyumna, who counters each with fiery weapons and a Garuda illusion, to the applause of the gods.",dwaraka,pradyumna_and_aniruddha,Shamvara; Pradyumna,battlefield,illusion (maya); counter-illusion; divine craft,A,"Harivamsha (Dutt, Gutenberg #61937)",1,253,,,mild_violence,4,4,3,4,
DKS_0320,320,"Narada Reveals Pradyumna's True Identity and Arms Him || Sent by Indra, Narada reminds Pradyumna of his former birth as Kama, gives him the Vaishnava weapons and a coat of mail, and bids him slay Shamvara and reclaim his wife Mayavati.","Sent by Indra, Narada reminds Pradyumna of his former birth as Kama, gives him the Vaishnava weapons and a coat of mail, and bids him slay Shamvara and reclaim his wife Mayavati.",dwaraka,pradyumna_and_aniruddha,Narada; Pradyumna; Indra,sky over battlefield,true identity; divine weapon; destiny,A,"Harivamsha (Dutt, Gutenberg #61937)",1,253,,,all,3,2,3,4,
DKS_0321,321,"Narada's Riddle: Who Is Truly Great || When Narada cryptically hails Krishna as 'wonder and blessed' and Krishna answers 'presents', the puzzled kings ask the meaning; Narada recounts a journey from tortoise to Ganga, ocean, earth, mountains, Brahma, the Vedas and the Yajnas, each deferring to the next, until the riddle resolves in Vishnu with dakshina.","When Narada cryptically hails Krishna as 'wonder and blessed' and Krishna answers 'presents', the puzzled kings ask the meaning; Narada recounts a journey from tortoise to Ganga, ocean, earth, mountains, Brahma, the Vedas and the Yajnas, each deferring to the next, until the riddle resolves in Vishnu with dakshina.",dwaraka,pradyumna_and_aniruddha,Narada; Krishna; kings,Dwarka,wisdom; riddle; humility of beings,A,"Harivamsha (Dutt, Gutenberg #61937)",1,257,,,all,2,2,2,4,
DKS_0322,322,"Garuda Quenches Bana's Protective Fire || As Bana's city-fire blazes out and robs the Yadavas of their lustre, Garuda assumes a thousand mouths, drinks the etherial Ganga and showers it down to extinguish the flames.","As Bana's city-fire blazes out and robs the Yadavas of their lustre, Garuda assumes a thousand mouths, drinks the etherial Ganga and showers it down to extinguish the flames.",dwaraka,pradyumna_and_aniruddha,Garuda; Krishna; Baladeva,approach to Sonitpura,fire; elemental power; Garuda's might,A,"Harivamsha (Dutt, Gutenberg #61937)",1,264,,,mild_violence,3,4,3,4,
DKS_0323,323,"Krishna Strikes Down Angira and the Fire-Gods || Bana's fire-gods, led by the chief Angira, attack Krishna on the way, and Krishna, cutting off Angira's mace, fells him with an arrow, putting the rest to flight.","Bana's fire-gods, led by the chief Angira, attack Krishna on the way, and Krishna, cutting off Angira's mace, fells him with an arrow, putting the rest to flight.",dwaraka,pradyumna_and_aniruddha,Krishna; Angira; fire-gods,near Sonitpura,battle; divine fire; victory,A,"Harivamsha (Dutt, Gutenberg #61937)",1,264,,,mild_violence,3,3,3,4,
DKS_0324,324,"Chitralekha Comes to Dwarka as Usha's Emissary || Usha's friend Chitralekha travels to Dwarka to bring Aniruddha back for her mistress, and secures Narada's blessing and the Tamasika power of illusion to carry out the abduction.","Usha's friend Chitralekha travels to Dwarka to bring Aniruddha back for her mistress, and secures Narada's blessing and the Tamasika power of illusion to carry out the abduction.",dwaraka,pradyumna_and_aniruddha,Chitralekha; Narada; Usha; Aniruddha,Dwarka,emissary; friendship; illusion (maya),A,"Harivamsha (Dutt, Gutenberg #61937)",1,266,,,all,3,2,3,4,
DKS_0325,325,"Aniruddha Routs Vana's Soldiers || When Vana discovers Usha living with Aniruddha and sends his soldiers to kill him, Aniruddha seizes a Parigha and single-handedly drives the Danava host from the field.","When Vana discovers Usha living with Aniruddha and sends his soldiers to kill him, Aniruddha seizes a Parigha and single-handedly drives the Danava host from the field.",dwaraka,pradyumna_and_aniruddha,Aniruddha; Vana; Narada; Usha,Sonitpura,battle; single combat; courage,A,"Harivamsha (Dutt, Gutenberg #61937)",1,266,,,mild_violence,4,4,4,4,
DKS_0326,326,"The Goddess Durga Releases Aniruddha from His Bonds || Imprisoned in Vana's city, Aniruddha hymns the goddess Katyayani, and Durga appears, cuts the serpent-nooses with her fingers, and consoles him, promising Krishna will sever Vana's thousand arms.","Imprisoned in Vana's city, Aniruddha hymns the goddess Katyayani, and Durga appears, cuts the serpent-nooses with her fingers, and consoles him, promising Krishna will sever Vana's thousand arms.",dwaraka,pradyumna_and_aniruddha,Aniruddha; Durga (Katyayani),Sonitpura,devotion; goddess; release,A,"Harivamsha (Dutt, Gutenberg #61937)",1,267,,,all,3,3,3,4,
